UID        PID  PPID  C STIME TTY          TIME CMD
faizan   10737 10735  0 00:38 ?        00:00:00 /usr/share/code/code --type=zygote --no-sandbox
faizan   10769 10735  0 00:38 ?        00:02:23 /usr/share/co  --type=gpu-process --disable-features=ColorCorrectRendering --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=9,27,84 --disable-gl-extensions=GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent --disable-accelerated-video-decode --gpu-vendor-id=0x10de --gpu-device-id=0x1c8c --gpu-driver-vendor --gpu-driver-version --gpu-driver-date --gpu-secondary-vendor-ids=0x8086 --gpu-secondary-device-ids=0x3e9b --service-request-channel-token=BA36919A0716B58E1F665FC6FC403132
faizan   10776 10737  3 00:38 ?        00:08:08 /usr/share/code/code --type=renderer --js-flags=--nolazy --disable-mojo-local-storage --no-sandbox --disable-features=ColorCorrectRendering --service-pipe-token=DECBC249AB70E836C2E43CB4E83DEF18 --lang=en-GB --app-path=/usr/share/code/resources/app --node-integration=true --webview-tag=true --no-sandbox --background-color=#1e1e1e --context-id=2 --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=DECBC249AB70E836C2E43CB4E83DEF18 --renderer-client-id=4 --shared-files=v8_natives_data:100,v8_snapshot_data:101
faizan   10804 10776  0 00:38 ?        00:00:12 /usr/share/code/code --nolazy --inspect=32095 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost
faizan   10816 10776  0 00:38 ?        00:00:05 /usr/share/code/code /usr/share/code/resources/app/out/bootstrap-fork --type=watcherService
faizan   10870 10737  0 00:38 ?        00:00:07 /usr/share/code/code --type=renderer --js-flags=--nolazy --disable-mojo-local-storage --no-sandbox --disable-features=ColorCorrectRendering --service-pipe-token=0066DE1B481742E034AC65884976E80A --lang=en-GB --app-path=/usr/share/code/resources/app --node-integration=true --webview-tag=true --no-sandbox --background-color=#1e1e1e --disable-blink-features=Auxclick --context-id=2 --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=0066DE1B481742E034AC65884976E80A --renderer-client-id=6 --shared-files=v8_natives_data:100,v8_snapshot_data:101
root     14528     2  0 02:00 ?        00:00:02 [kworker/4:0-eve]
root     14856     2  0 02:07 ?        00:00:00 [kworker/1:1-mm_]
faizan   15689  8806  0 02:33 pts/4    00:00:00 bash
root     15873     2  0 02:39 ?        00:00:00 [kworker/7:0-eve]
root     16343     2  0 03:36 ?        00:00:00 [irq/127-mei_me]
root     16346     2  0 03:36 ?        00:00:00 [kworker/u17:2-h]
root     16422     2  0 03:36 ?        00:00:00 [kworker/7:2-eve]
nobody   16505  1044  0 03:36 ?        00:00:00 /usr/sbin/dnsmasq --conf-file --no-hosts --keep-in-foreground --bind-interfaces --except-interface=lo --clear-on-reload --strict-order --listen-address=10.42.0.1 --dhcp-range=10.42.0.10,10.42.0.254,60m --dhcp-lease-max=50 --pid-file=/run/nm-dnsmasq-wlo1.pid --conf-dir=/etc/NetworkManager/dnsmasq-shared.d
root     18158     2  0 04:03 ?        00:00:00 [kworker/2:1-eve]
root     18634     2  0 04:18 ?        00:00:00 [kworker/1:0]
root     18689     2  0 04:21 ?        00:00:00 [kworker/u16:0-e]
root     18779     2  0 04:26 ?        00:00:00 [kworker/3:0-eve]
root     18804     2  0 04:29 ?        00:00:00 [kworker/0:1-eve]
root     18805     2  0 04:29 ?        00:00:00 [kworker/5:1-eve]
root     18807     2  0 04:29 ?        00:00:00 [kworker/u16:1-e]
root     18859  1044  0 04:30 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-enp3s0.pid -lf /var/lib/NetworkManager/dhclient-5527d6b9-9294-43ee-ad87-d2cc2eeed472-enp3s0.lease -cf /var/lib/NetworkManager/dhclient-enp3s0.conf enp3s0
root     18915     2  0 04:30 ?        00:00:00 [kworker/2:0-cgr]
root     19044     2  0 04:33 ?        00:00:00 [kworker/6:0-eve]
root     19077     2  0 04:34 ?        00:00:00 [kworker/u16:2-e]
root     19205     2  0 04:36 ?        00:00:00 [kworker/4:2]
root     19211     2  0 04:37 ?        00:00:00 [kworker/5:2-eve]
root     19225     2  0 04:38 ?        00:00:00 [kworker/3:1]
root     19260     2  0 04:39 ?        00:00:00 [kworker/6:1]
faizan   19267  8806  0 04:40 pts/0    00:00:00 bash
